purchaseorderid,purchaseorderdetailid,vendor_name,product_name,category,orderqty,unitprice,standardcost,vp_avg_price,price_deviation,price_deviation_pct,z_score,rejection_rate,line_total,anomaly_raw,is_anomaly,anomaly_flag,orderdate,order_year,order_month
3716,8180,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2025-07-15,2025.0,7.0
1188,2682,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2024-11-14,2024.0,11.0
1346,3056,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2024-12-04,2024.0,12.0
3479,7682,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2025-06-26,2025.0,6.0
1899,4252,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2025-02-05,2025.0,2.0
1109,2501,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2024-11-06,2024.0,11.0
23,54,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2022-12-14,2022.0,12.0
1045,2349,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2024-10-13,2024.0,10.0
448,984,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2024-08-04,2024.0,8.0
2057,4597,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2025-02-20,2025.0,2.0
946,2121,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2024-09-19,2024.0,9.0
2689,5967,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2025-04-21,2025.0,4.0
1267,2868,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2024-11-26,2024.0,11.0
2847,6312,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2025-05-04,2025.0,5.0
3795,8350,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5465473895294577,False,Normal,2025-07-21,2025.0,7.0
3360,7431,Professional Athletic Consultants,LL Road Tire,Accessories,550,34.8705,8.0373,34.8705,0.0,0.0,0.0,0.0,19178.78,-0.5443228222873794,False,Normal,2025-06-17,2025.0,6.0
220,524,Professional Athletic Consultants,LL Road Tire,Accessories,550,34.8705,8.0373,34.8705,0.0,0.0,0.0,0.0,19178.78,-0.5443228222873794,False,Normal,2023-08-15,2023.0,8.0
570,1272,Professional Athletic Consultants,LL Road Tire,Accessories,550,34.8705,8.0373,34.8705,0.0,0.0,0.0,0.0,19178.78,-0.5443228222873794,False,Normal,2024-08-13,2024.0,8.0
1780,3984,Professional Athletic Consultants,LL Road Tire,Accessories,550,34.8705,8.0373,34.8705,0.0,0.0,0.0,0.0,19178.78,-0.5443228222873794,False,Normal,2025-01-21,2025.0,1.0
2570,5716,Professional Athletic Consultants,LL Road Tire,Accessories,550,34.8705,8.0373,34.8705,0.0,0.0,0.0,0.0,19178.78,-0.5443228222873794,False,Normal,2025-04-09,2025.0,4.0
102,234,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5420686219429505,False,Normal,2023-03-08,2023.0,3.0
2452,5427,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5420686219429505,False,Normal,2025-03-30,2025.0,3.0
614,1371,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5420686219429505,False,Normal,2024-08-18,2024.0,8.0
3084,6803,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5420686219429505,False,Normal,2025-05-26,2025.0,5.0
1662,3723,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5420686219429505,False,Normal,2025-01-07,2025.0,1.0
2294,5088,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5420686219429505,False,Normal,2025-03-12,2025.0,3.0
3242,7142,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5420686219429505,False,Normal,2025-06-08,2025.0,6.0
3874,8518,"Compete Enterprises, Inc",HL Road Pedal,Components,550,62.9895,35.9596,62.98950000000001,-7.105427357601002e-15,-1.1280336179206062e-14,0.0,0.0,34644.23,-0.5420686219429505,False,Normal,2025-07-26,2025.0,7.0
1752,3928,Federal Sport,LL Shell,,550,2.3205,0.0,2.3205,0.0,0.0,0.0,0.14909090909090908,1276.28,-0.5396256525051146,False,Normal,2025-01-19,2025.0,1.0
192,468,Federal Sport,LL Shell,,550,2.3205,0.0,2.3205,0.0,0.0,0.0,0.14909090909090908,1276.28,-0.5396256525051146,False,Normal,2023-06-22,2023.0,6.0
3332,7375,Federal Sport,LL Shell,,550,2.3205,0.0,2.3205,0.0,0.0,0.0,0.14909090909090908,1276.28,-0.5396256525051146,False,Normal,2025-06-16,2025.0,6.0
542,1218,Federal Sport,LL Shell,,550,2.3205,0.0,2.3205,0.0,0.0,0.0,0.14909090909090908,1276.28,-0.5396256525051146,False,Normal,2024-08-12,2024.0,8.0
2542,5660,Federal Sport,LL Shell,,550,2.3205,0.0,2.3205,0.0,0.0,0.0,0.14909090909090908,1276.28,-0.5396256525051146,False,Normal,2025-04-08,2025.0,4.0
2970,6567,Sport Fan Co.,ML Mountain Tire,Accessories,550,37.086,11.2163,37.086,0.0,0.0,0.0,0.1,20397.3,-0.5389523844287232,False,Normal,2025-05-18,2025.0,5.0
1390,3156,Sport Fan Co.,ML Mountain Tire,Accessories,550,37.086,11.2163,37.086,0.0,0.0,0.0,0.1,20397.3,-0.5389523844287232,False,Normal,2024-12-10,2024.0,12.0
2180,4852,Sport Fan Co.,ML Mountain Tire,Accessories,550,37.086,11.2163,37.086,0.0,0.0,0.0,0.1,20397.3,-0.5389523844287232,False,Normal,2025-03-02,2025.0,3.0
3760,8282,Sport Fan Co.,ML Mountain Tire,Accessories,550,37.086,11.2163,37.086,0.0,0.0,0.0,0.1,20397.3,-0.5389523844287232,False,Normal,2025-07-17,2025.0,7.0
4008,8821,Team Athletic Co.,"Full-Finger Gloves, L",Clothing,900,15.67,15.6709,15.67,0.0,0.0,0.0,0.0,14103.0,-0.5382620893820252,False,Normal,2025-04-21,2025.0,4.0
4008,8820,Team Athletic Co.,"Full-Finger Gloves, M",Clothing,900,15.67,15.6709,15.67,0.0,0.0,0.0,0.0,14103.0,-0.5382620893820252,False,Normal,2025-04-21,2025.0,4.0
4008,8819,Team Athletic Co.,"Full-Finger Gloves, S",Clothing,900,15.67,15.6709,15.67,0.0,0.0,0.0,0.0,14103.0,-0.5382620893820252,False,Normal,2025-04-21,2025.0,4.0
153,367,Victory Bikes,Touring Tire Tube,Accessories,550,6.1845,1.8663,6.1845,0.0,0.0,0.0,0.0,3401.48,-0.5377087197704846,False,Normal,2023-05-02,2023.0,5.0
3451,7624,Victory Bikes,Touring Tire Tube,Accessories,550,6.1845,1.8663,6.1845,0.0,0.0,0.0,0.0,3401.48,-0.5377087197704846,False,Normal,2025-06-24,2025.0,6.0
2503,5560,Victory Bikes,Touring Tire Tube,Accessories,550,6.1845,1.8663,6.1845,0.0,0.0,0.0,0.0,3401.48,-0.5377087197704846,False,Normal,2025-04-03,2025.0,4.0
2661,5909,Victory Bikes,Touring Tire Tube,Accessories,550,6.1845,1.8663,6.1845,0.0,0.0,0.0,0.0,3401.48,-0.5377087197704846,False,Normal,2025-04-17,2025.0,4.0
1713,3832,Victory Bikes,Touring Tire Tube,Accessories,550,6.1845,1.8663,6.1845,0.0,0.0,0.0,0.0,3401.48,-0.5377087197704846,False,Normal,2025-01-15,2025.0,1.0
669,1497,Victory Bikes,Touring Tire Tube,Accessories,550,6.1845,1.8663,6.1845,0.0,0.0,0.0,0.0,3401.48,-0.5377087197704846,False,Normal,2024-08-21,2024.0,8.0
1871,4194,Victory Bikes,Touring Tire Tube,Accessories,550,6.1845,1.8663,6.1845,0.0,0.0,0.0,0.0,3401.48,-0.5377087197704846,False,Normal,2025-02-02,2025.0,2.0
311,708,Victory Bikes,Touring Tire Tube,Accessories,550,6.1845,1.8663,6.1845,0.0,0.0,0.0,0.0,3401.48,-0.5377087197704846,False,Normal,2024-04-23,2024.0,4.0
3293,7275,Victory Bikes,Touring Tire Tube,Accessories,550,6.1845,1.8663,6.1845,0.0,0.0,0.0,0.0,3401.48,-0.5377087197704846,False,Normal,2025-06-11,2025.0,6.0
1852,4137,Morgan Bike Accessories,HL Grip Tape,,60,6.9825,0.0,6.9825,0.0,0.0,0.0,0.15,418.95,-0.5342013472267927,False,Normal,2025-01-28,2025.0,1.0
3432,7573,Morgan Bike Accessories,HL Grip Tape,,60,6.9825,0.0,6.9825,0.0,0.0,0.0,0.15,418.95,-0.5342013472267927,False,Normal,2025-06-23,2025.0,6.0
2642,5858,Morgan Bike Accessories,HL Grip Tape,,60,6.9825,0.0,6.9825,0.0,0.0,0.0,0.15,418.95,-0.5342013472267927,False,Normal,2025-04-16,2025.0,4.0
812,1807,Morgan Bike Accessories,HL Grip Tape,,60,6.9825,0.0,6.9825,0.0,0.0,0.0,0.15,418.95,-0.5342013472267927,False,Normal,2024-09-03,2024.0,9.0
292,662,Morgan Bike Accessories,HL Grip Tape,,60,6.9825,0.0,6.9825,0.0,0.0,0.0,0.15,418.95,-0.5342013472267927,False,Normal,2024-02-13,2024.0,2.0
516,1162,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-08-10,2024.0,8.0
3784,8331,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-07-20,2025.0,7.0
905,2029,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-09-11,2024.0,9.0
1128,2556,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-11-07,2024.0,11.0
1523,3427,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-12-23,2024.0,12.0
1730,3874,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-01-16,2025.0,1.0
1177,2661,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-11-14,2024.0,11.0
3231,7121,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-06-06,2025.0,6.0
1997,4464,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-02-13,2025.0,2.0
170,409,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2023-05-30,2023.0,5.0
2520,5602,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-04-06,2025.0,4.0
2915,6445,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-05-12,2025.0,5.0
1256,2847,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-11-24,2024.0,11.0
2599,5779,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-04-13,2025.0,4.0
1365,3095,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-12-05,2024.0,12.0
200,480,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2023-06-25,2023.0,6.0
1444,3268,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-12-16,2024.0,12.0
3310,7317,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-06-12,2025.0,6.0
2441,5406,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-03-27,2025.0,3.0
279,641,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2023-10-17,2023.0,10.0
407,905,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-07-11,2024.0,7.0
2678,5940,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-04-20,2025.0,4.0
3340,7387,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-06-16,2025.0,6.0
1967,4402,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-02-11,2025.0,2.0
2629,5835,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-04-15,2025.0,4.0
2945,6504,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-05-14,2025.0,5.0
2836,6291,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-05-04,2025.0,5.0
3389,7494,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-06-19,2025.0,6.0
2313,5122,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-03-16,2025.0,3.0
716,1597,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-08-26,2024.0,8.0
633,1409,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-08-19,2024.0,8.0
2076,4637,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-02-23,2025.0,2.0
935,2100,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-09-17,2024.0,9.0
3735,8219,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-07-16,2025.0,7.0
550,1230,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-08-12,2024.0,8.0
3705,8160,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-07-14,2025.0,7.0
3419,7550,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-06-22,2025.0,6.0
799,1781,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-09-02,2024.0,9.0
121,271,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2023-03-09,2023.0,3.0
358,815,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-05-21,2024.0,5.0
769,1716,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-08-31,2024.0,8.0
1493,3370,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-12-19,2024.0,12.0
2155,4789,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-02-28,2025.0,2.0
3073,6784,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-05-25,2025.0,5.0
3498,7733,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-06-27,2025.0,6.0
1651,3702,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-01-07,2025.0,1.0
2283,5069,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-03-11,2025.0,3.0
3656,8067,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-07-10,2025.0,7.0
249,590,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2023-09-21,2023.0,9.0
3261,7178,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-06-09,2025.0,6.0
2708,6018,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-04-22,2025.0,4.0
2125,4730,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-02-26,2025.0,2.0
1760,3940,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-01-19,2025.0,1.0
1888,4225,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-02-04,2025.0,2.0
1286,2910,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-11-27,2024.0,11.0
686,1544,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-08-24,2024.0,8.0
3626,8006,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-07-08,2025.0,7.0
599,1340,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-08-17,2024.0,8.0
2757,6117,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-04-27,2025.0,4.0
3024,6682,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-05-21,2025.0,5.0
1414,3205,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-12-11,2024.0,12.0
1034,2330,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-10-12,2024.0,10.0
1918,4303,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-02-06,2025.0,2.0
328,747,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-04-24,2024.0,4.0
467,1028,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-08-06,2024.0,8.0
2046,4576,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-02-19,2025.0,2.0
2866,6352,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-05-07,2025.0,5.0
437,963,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-08-04,2024.0,8.0
969,2163,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-09-25,2024.0,9.0
1681,3760,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-01-09,2025.0,1.0
3814,8397,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-07-22,2025.0,7.0
1809,4058,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-01-23,2025.0,1.0
1335,3036,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-12-03,2024.0,12.0
2550,5672,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-04-08,2025.0,4.0
2471,5463,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-04-01,2025.0,4.0
1098,2480,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2024-11-05,2024.0,11.0
3863,8499,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-07-25,2025.0,7.0
1839,4114,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-01-27,2025.0,1.0
2787,6179,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-04-29,2025.0,4.0
2234,4967,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-03-06,2025.0,3.0
3468,7655,Bicycle Specialists,Touring Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-06-25,2025.0,6.0
3103,6837,Inline Accessories,HL Mountain Pedal,Components,550,62.9895,35.9596,62.9895,0.0,0.0,0.0,0.0,34644.23,-0.5329850108708114,False,Normal,2025-05-27,2025.0,5.0
